Project_ID,Project_Type,Building_Area_m2,Green_Certification_Level,Policy_Interventions,Lifecycle_Phase,Embodied_Emissions_tCO2e,Operational_Emissions_tCO2e,Supply_Chain_Emission_Share_%,ReadyMix_Concrete_Emission_tCO2e,Electric_Power_Emission_tCO2e,Lighting_Fixture_Emission_tCO2e,Material_Reuse_%,Renewable_Energy_%,Waste_Minimization_%,Urban_Sustainability_Score,Total_Lifecycle_Emissions_tCO2e,Emission_Reduction_%,Emission_Reduction_Class
P1231,High-rise,1145,Basic,0,Material Production,674.25,2231.14,71.0,152.59,1280.48,273.39,41.1,28.6,8.9,54.2,2905.39,8.7,Low
P1232,High-rise,16799,Silver,4,Construction,268.08,762.2,79.8,604.24,1432.88,21.23,13.9,29.2,37.7,81.4,1030.28,31.1,Medium
P1233,Low-rise,19874,Gold,4,End-of-life,421.49,582.1,46.5,176.21,1206.15,20.09,26.1,67.6,27.9,61.1,1003.59,43.8,High
P1234,Mid-rise,14175,Basic,0,End-of-life,1975.43,941.29,49.1,913.37,1023.44,152.23,17.2,41.9,9.5,86.4,2916.72,9.4,Low
P1235,High-rise,19388,Gold,0,Operation,767.39,1325.73,60.9,916.41,1299.22,28.2,5.2,44.5,12.9,73.5,2093.12,29.3,Medium
P1236,Mid-rise,11464,Platinum,4,Operation,407.54,1584.95,65.9,728.41,205.9,292.87,47.9,49.9,36.9,61.5,1992.49,49.1,High
P1237,Mid-rise,16587,Platinum,2,Operation,392.58,420.34,49.6,933.57,747.96,82.18,42.7,53.9,35.5,76.6,812.92,49.0,High
P1238,High-rise,14037,Gold,0,End-of-life,1495.03,2920.55,75.2,830.31,1484.96,152.35,3.9,44.5,16.2,22.9,4415.58,28.8,Medium
P1239,Mid-rise,13769,Basic,1,Operation,1738.22,2233.37,58.0,845.68,1177.44,37.12,36.0,16.6,1.5,22.0,3971.59,15.2,Medium
P1240,High-rise,9846,Basic,2,Material Production,662.51,1172.62,52.5,612.74,1446.91,166.17,17.4,61.2,1.9,26.3,1835.13,17.2,Medium
P1241,Mid-rise,1087,Platinum,3,End-of-life,237.64,1160.48,62.3,375.45,1191.49,126.39,49.7,51.2,11.4,52.8,1398.12,47.0,High
P1242,High-rise,13263,None,3,Construction,601.56,1511.06,77.6,296.02,1324.83,32.5,15.1,51.9,25.2,37.7,2112.62,11.2,Low
P1243,Low-rise,9677,Gold,4,End-of-life,301.73,1990.86,69.7,394.48,1089.14,113.83,11.9,69.8,23.4,93.8,2292.59,44.2,High
P1244,High-rise,4579,Gold,1,Material Production,386.11,695.21,32.0,665.65,1164.7,129.6,28.4,56.2,25.4,60.7,1081.32,37.7,High
P1245,High-rise,3848,Silver,2,Material Production,976.71,810.11,46.6,255.39,832.45,297.18,41.8,58.0,28.7,69.7,1786.82,24.9,Medium
P1246,High-rise,18599,Platinum,2,Operation,613.85,2620.47,53.5,332.78,1393.93,78.21,9.6,66.6,0.8,40.9,3234.32,48.5,High
P1247,High-rise,11285,Basic,2,End-of-life,1128.7,991.89,45.7,521.25,1255.05,172.54,35.5,10.6,4.2,44.1,2120.59,17.3,Medium
P1248,Mid-rise,12828,Basic,0,End-of-life,656.29,1326.53,65.0,309.75,1281.44,296.45,3.1,34.8,14.4,45.2,1982.82,10.3,Low
P1249,Low-rise,6950,None,4,End-of-life,1892.97,2652.43,71.3,629.78,1042.21,241.77,45.9,40.6,6.2,72.4,4545.4,19.1,Medium
P1250,High-rise,13730,Silver,4,Construction,1830.7,2090.5,66.6,930.86,526.41,298.14,4.1,23.0,3.0,55.5,3921.2,33.1,Medium
P1251,Mid-rise,5933,Basic,2,Operation,1220.25,1222.62,79.5,773.28,149.88,291.12,45.7,58.8,25.6,58.8,2442.87,14.9,Low
P1252,Low-rise,1598,Basic,3,Material Production,837.96,2145.99,43.6,699.78,1409.92,157.07,24.5,53.4,32.6,64.4,2983.95,17.1,Medium
P1253,Low-rise,7596,Gold,1,Material Production,886.06,353.14,73.7,624.45,920.57,214.99,22.4,50.5,30.1,77.7,1239.2,36.8,High
P1254,Low-rise,19210,Platinum,2,Operation,941.33,2286.24,68.3,539.15,517.4,50.92,48.7,69.8,32.7,26.8,3227.57,48.4,High
P1255,Low-rise,11939,None,3,Material Production,1509.64,1614.94,48.1,267.91,308.79,143.52,49.5,18.2,26.6,78.3,3124.58,14.3,Low
P1256,High-rise,9587,Basic,2,Material Production,1012.95,2495.59,66.7,905.24,1261.33,246.53,32.5,51.5,29.4,62.2,3508.54,19.1,Medium
P1257,High-rise,16521,Platinum,4,Operation,1742.11,2877.52,35.2,323.68,1271.13,161.49,6.4,38.6,10.9,70.2,4619.63,50.4,High
P1258,Mid-rise,6916,None,3,Material Production,1899.37,2799.63,69.5,182.18,1240.31,216.76,25.3,21.9,39.7,44.6,4699.0,15.0,Medium
P1259,Mid-rise,7480,None,1,End-of-life,804.7,2755.02,56.6,775.01,1003.12,228.81,26.5,11.2,7.3,50.7,3559.72,9.1,Low
P1260,Mid-rise,18558,None,3,Construction,1209.25,1682.86,44.6,258.05,612.42,90.97,25.7,62.7,8.6,37.3,2892.11,12.8,Low
P1261,Low-rise,11601,Silver,0,Operation,371.1,1272.38,62.8,434.71,525.7,265.2,28.5,41.7,11.6,93.4,1643.48,20.4,Medium
P1262,Low-rise,8450,None,1,Construction,560.84,1555.6,62.1,125.46,111.98,148.75,0.9,57.7,39.0,57.3,2116.44,11.4,Low
P1263,High-rise,9622,Platinum,1,Material Production,944.24,2162.72,40.5,223.36,1267.05,78.85,35.6,38.2,39.5,94.7,3106.96,42.0,High
P1264,Low-rise,13076,Silver,2,Material Production,571.16,2686.79,31.5,255.88,222.41,262.32,35.6,15.4,31.8,56.7,3257.95,29.5,Medium
P1265,Low-rise,1589,Silver,3,End-of-life,1777.81,858.86,51.7,148.97,983.06,136.99,5.8,23.6,25.2,36.5,2636.67,29.8,Medium
P1266,Low-rise,5078,Basic,2,Operation,484.92,2779.12,58.5,690.99,805.7,230.09,28.5,26.7,20.8,58.1,3264.04,18.9,Medium
P1267,Mid-rise,9627,Silver,3,Material Production,1020.19,2500.99,73.8,853.31,837.37,173.45,28.4,68.1,38.8,23.0,3521.18,30.0,Medium
P1268,Mid-rise,10987,Gold,2,Operation,1290.26,2942.91,76.4,435.98,1397.4,126.92,34.1,0.4,27.8,87.9,4233.17,36.3,High
P1269,High-rise,655,Gold,1,Operation,1445.36,2676.68,56.4,887.12,144.26,246.77,4.3,69.0,37.8,81.4,4122.04,36.0,High
P1270,Low-rise,2458,Gold,4,Operation,889.52,1055.83,67.7,292.01,1182.75,183.65,31.3,68.6,12.7,74.4,1945.35,43.4,High
P1271,Low-rise,11193,Silver,1,Operation,1764.38,586.08,52.0,392.85,172.87,129.36,14.0,69.7,13.4,65.7,2350.46,24.6,Medium
P1272,High-rise,6844,Platinum,1,Operation,1222.97,603.05,67.3,235.66,153.42,50.69,25.4,33.4,34.2,63.5,1826.02,46.1,High
P1273,Low-rise,6279,Gold,2,Construction,991.11,1086.3,40.2,658.5,701.74,270.72,38.7,67.5,6.0,94.8,2077.41,36.6,High
P1274,Low-rise,4330,Gold,1,End-of-life,321.03,1958.3,48.6,477.88,188.31,29.93,35.3,27.7,37.8,40.8,2279.33,32.7,Medium
P1275,Mid-rise,9546,None,0,Operation,1036.44,2471.66,61.7,651.96,1204.8,261.69,5.9,1.8,20.3,78.5,3508.1,5.3,Low
P1276,High-rise,10294,None,3,Construction,1677.32,2727.98,30.9,785.51,841.39,120.79,29.6,15.7,37.1,63.6,4405.3,11.5,Low
P1277,High-rise,941,Basic,2,Material Production,1306.17,1984.13,66.1,591.13,140.65,199.01,48.5,66.2,13.5,93.2,3290.3,17.5,Medium
P1278,High-rise,14978,Gold,2,Operation,1697.89,315.2,71.8,664.87,156.7,278.22,7.8,1.0,28.6,82.1,2013.09,38.0,High
P1279,High-rise,5128,Silver,4,Material Production,1089.22,803.06,50.0,941.73,957.74,62.48,42.6,38.2,19.3,94.9,1892.28,29.2,Medium
P1280,Mid-rise,6870,Silver,2,Operation,413.23,569.26,52.4,369.16,1228.56,178.75,35.1,5.3,25.1,64.1,982.49,29.8,Medium
P1281,Mid-rise,10028,Platinum,4,Construction,224.55,1280.98,72.6,423.25,712.92,234.04,38.7,20.0,20.2,35.3,1505.53,55.0,High
P1282,Low-rise,17832,Platinum,0,Construction,745.8,1653.65,68.8,745.93,876.41,232.12,14.1,6.2,38.7,57.8,2399.45,38.8,High
P1283,Low-rise,12065,Platinum,2,Construction,1456.38,417.17,44.4,650.17,1219.76,167.18,14.4,60.2,27.7,73.3,1873.55,45.1,High
P1284,Low-rise,8679,Basic,4,End-of-life,1622.47,1240.89,46.2,260.68,954.71,194.93,45.3,41.4,10.1,78.1,2863.36,24.9,Medium
P1285,Low-rise,16513,Gold,2,Material Production,732.36,783.79,63.9,438.53,414.66,232.11,18.0,63.1,36.4,20.0,1516.15,38.9,High
P1286,Mid-rise,17343,Basic,3,End-of-life,1092.18,2047.09,58.2,521.05,958.27,255.49,3.2,48.2,11.8,57.9,3139.27,20.5,Medium
P1287,High-rise,892,None,1,Operation,958.01,1553.54,38.1,477.45,979.59,233.31,30.0,68.0,14.9,37.6,2511.55,11.2,Low
P1288,Mid-rise,12630,None,0,Material Production,938.94,1637.36,45.5,260.45,1127.75,119.12,6.2,35.7,4.1,85.6,2576.3,2.3,Low
P1289,Low-rise,18671,Basic,2,Construction,616.43,1454.77,75.0,931.99,969.22,299.08,39.8,44.7,36.0,31.5,2071.2,17.0,Medium
P1290,Mid-rise,10949,Silver,1,Material Production,445.47,2881.25,64.4,786.09,1456.94,141.66,32.1,40.3,11.4,70.0,3326.72,22.2,Medium
P1291,High-rise,18022,Gold,4,Construction,554.04,879.78,79.3,533.22,376.2,26.85,43.7,33.9,10.4,40.0,1433.82,44.0,High
P1292,High-rise,7918,None,1,End-of-life,299.6,1694.99,68.4,712.05,1431.53,121.53,39.2,59.2,36.8,46.7,1994.59,12.7,Low
P1293,Mid-rise,2954,Gold,4,End-of-life,556.64,2287.25,77.1,907.55,853.68,55.78,5.6,45.1,32.2,90.5,2843.89,41.6,High
P1294,Mid-rise,18261,Silver,4,Construction,216.56,1803.48,40.8,222.56,1040.74,54.0,19.1,56.1,5.6,38.0,2020.04,31.5,Medium
P1295,Mid-rise,15723,Basic,1,Construction,1329.07,2808.36,68.6,325.34,239.25,98.83,38.7,55.0,30.8,27.1,4137.43,15.8,Medium
P1296,Low-rise,7201,Silver,1,Operation,769.48,1320.51,31.0,588.43,632.81,34.95,20.9,13.4,36.5,25.2,2089.99,25.6,Medium
P1297,Mid-rise,3097,Basic,4,End-of-life,1951.66,1551.92,63.5,819.11,1177.13,212.78,48.6,45.5,3.1,57.8,3503.58,20.5,Medium
P1298,Mid-rise,641,Silver,4,End-of-life,548.69,539.01,53.5,132.63,1089.68,40.72,36.8,14.0,33.0,68.1,1087.7,34.2,Medium
P1299,Mid-rise,3159,Silver,2,Operation,822.49,1944.3,47.3,985.62,156.2,76.92,0.8,40.8,21.9,44.5,2766.79,28.6,Medium
P1300,High-rise,9531,None,1,End-of-life,844.11,1078.17,73.1,509.42,865.23,46.01,44.0,47.4,26.8,71.8,1922.28,11.9,Low
P1301,High-rise,15537,None,2,Construction,215.21,732.83,72.7,423.31,223.59,37.69,5.0,69.8,19.7,24.6,948.04,13.4,Low
P1302,Low-rise,14470,Silver,3,Material Production,1710.57,1770.23,31.1,363.45,1494.2,94.97,7.0,2.1,27.9,84.3,3480.8,30.5,Medium
P1303,Low-rise,6161,Platinum,1,Material Production,257.59,1737.24,60.5,256.92,1356.22,180.13,36.7,6.4,1.4,81.2,1994.83,46.8,High
P1304,High-rise,6642,Basic,3,End-of-life,1892.32,504.85,48.4,812.42,129.51,290.11,43.2,5.4,30.5,93.9,2397.17,20.9,Medium
P1305,High-rise,12609,Gold,0,Operation,1805.73,2185.18,50.8,959.87,1302.11,265.16,26.8,27.9,1.3,90.2,3990.91,27.3,Medium
P1306,High-rise,9287,Gold,0,Construction,1163.94,1984.18,71.6,472.28,1387.2,265.26,14.5,57.5,18.2,46.7,3148.12,31.3,Medium
P1307,Mid-rise,10596,Platinum,1,Material Production,1178.47,810.35,45.5,957.18,594.97,69.3,17.6,59.1,6.0,49.9,1988.82,46.7,High
P1308,Mid-rise,8972,Gold,1,Construction,1376.8,1567.47,77.2,841.42,1107.3,94.17,17.1,51.6,32.9,75.9,2944.27,37.9,High
P1309,High-rise,17307,Silver,1,End-of-life,896.69,2244.87,39.0,532.95,718.95,41.39,16.3,62.8,12.5,30.1,3141.56,26.6,Medium
P1310,Mid-rise,4749,Gold,2,End-of-life,1365.0,1729.48,63.1,706.62,1017.33,237.97,12.1,22.6,18.2,43.6,3094.48,34.9,Medium
P1311,Mid-rise,15449,Platinum,1,Material Production,280.58,1367.82,63.6,491.49,576.44,39.55,30.4,6.2,17.2,28.9,1648.4,47.3,High
P1312,Low-rise,2250,Basic,0,End-of-life,297.29,1170.31,42.6,602.85,551.58,175.87,45.0,4.1,30.9,54.1,1467.6,7.6,Low
P1313,High-rise,18851,Basic,1,Operation,1023.01,1948.06,46.2,152.24,694.21,89.41,15.4,59.6,19.2,61.4,2971.07,16.4,Medium
P1314,High-rise,4588,None,4,End-of-life,1189.32,2835.59,71.7,726.64,303.79,88.16,9.3,51.1,31.6,35.8,4024.91,16.2,Medium
P1315,Mid-rise,15782,Gold,2,End-of-life,1798.07,2113.71,68.1,147.54,1263.59,297.4,41.9,48.9,2.9,22.0,3911.78,37.2,High
P1316,High-rise,19830,Gold,2,End-of-life,388.39,501.81,46.5,835.38,588.18,231.9,37.1,23.8,7.7,74.0,890.2,38.3,High
P1317,Low-rise,10141,None,2,Construction,1680.77,1543.85,56.7,842.45,660.21,254.34,46.5,26.6,22.1,21.5,3224.62,14.3,Low
P1318,Low-rise,5575,Silver,4,Construction,578.09,2705.23,33.1,313.37,1351.68,180.16,8.3,67.1,37.9,93.0,3283.32,33.8,Medium
P1319,Low-rise,10912,Silver,1,Material Production,909.35,555.05,40.4,391.3,795.27,263.88,7.2,4.5,3.0,36.6,1464.4,24.5,Medium
P1320,High-rise,16186,None,3,Material Production,769.88,2969.96,54.3,533.18,861.96,200.74,27.1,54.2,1.7,69.8,3739.84,10.1,Low
P1321,High-rise,7730,Platinum,3,Material Production,920.28,2862.49,34.3,637.0,1439.1,284.93,30.7,21.7,6.3,52.6,3782.77,46.7,High
P1322,High-rise,15932,Basic,3,End-of-life,470.89,511.34,72.2,358.62,1341.42,98.77,24.0,2.7,25.6,24.5,982.23,17.7,Medium
P1323,High-rise,11502,None,0,Construction,1106.43,2820.22,65.9,633.24,337.25,186.69,29.9,52.0,16.0,55.4,3926.65,7.4,Low
P1324,High-rise,14447,Silver,3,Operation,1642.96,1280.46,77.2,368.01,762.5,213.24,9.0,23.2,33.0,58.8,2923.42,29.9,Medium
P1325,Low-rise,14186,Gold,0,End-of-life,994.76,2580.71,64.7,149.94,1459.81,130.02,24.0,50.6,2.9,84.1,3575.47,29.5,Medium
P1326,Mid-rise,18415,None,2,End-of-life,1083.1,1429.64,77.0,102.27,621.31,266.32,32.9,49.5,7.9,74.9,2512.74,12.0,Low
P1327,Low-rise,13574,Gold,3,End-of-life,1727.78,1490.31,57.7,191.04,620.2,294.34,21.6,37.4,12.0,25.9,3218.09,35.6,High
P1328,High-rise,19874,Silver,1,Operation,1470.9,2012.46,60.0,813.03,373.04,158.26,34.0,54.4,25.1,35.7,3483.36,27.0,Medium
P1329,Low-rise,4993,None,4,Material Production,1082.82,2391.09,78.8,965.29,260.05,129.38,22.6,40.7,27.4,43.4,3473.91,14.4,Low
P1330,High-rise,17817,None,0,Operation,663.85,391.23,62.1,484.27,1136.43,152.14,16.7,20.1,5.0,28.7,1055.08,3.8,Low
P1331,High-rise,1960,Silver,4,Material Production,1792.87,1901.52,31.5,561.42,1178.04,258.77,15.2,51.4,37.8,54.3,3694.39,30.7,Medium
P1332,Low-rise,14640,Basic,2,Operation,1238.64,804.18,66.2,232.16,1456.62,200.73,20.5,41.2,13.6,93.8,2042.82,17.2,Medium
P1333,High-rise,19607,Platinum,1,Construction,598.07,1234.06,75.3,595.93,1182.79,32.54,1.2,0.9,28.5,58.6,1832.13,44.9,High
P1334,Mid-rise,11204,Gold,0,End-of-life,684.42,1239.52,69.8,230.19,440.69,171.81,33.4,63.1,21.0,75.6,1923.94,28.2,Medium
P1335,High-rise,17169,Platinum,4,End-of-life,1645.64,1566.46,59.2,650.09,156.16,24.84,42.3,38.2,8.9,71.2,3212.1,52.2,High
P1336,Mid-rise,17148,Basic,0,End-of-life,279.46,1202.17,63.6,939.93,1479.61,237.99,17.7,60.8,33.8,83.7,1481.63,10.7,Low
P1337,Mid-rise,7316,Platinum,0,Material Production,1985.77,589.88,79.5,276.13,576.63,111.93,2.3,61.8,32.7,36.2,2575.65,37.4,High
P1338,High-rise,12139,Silver,1,Operation,434.63,693.2,34.5,788.11,536.76,152.16,49.3,31.1,15.8,76.5,1127.83,26.0,Medium
P1339,Low-rise,14924,Basic,3,Construction,1632.92,390.28,63.4,121.15,1368.34,243.63,13.2,35.5,23.5,86.1,2023.2,19.8,Medium
P1340,Mid-rise,14465,None,2,Operation,910.6,1569.67,44.2,437.95,919.14,33.01,6.3,29.1,10.3,32.9,2480.27,10.8,Low
P1341,Low-rise,18646,None,0,End-of-life,1085.99,2877.01,62.0,199.67,400.82,64.39,18.5,31.5,27.6,46.0,3963.0,4.5,Low
P1342,Mid-rise,11740,Gold,1,Construction,1785.17,612.32,60.4,417.23,1344.73,131.43,36.9,62.7,12.4,92.8,2397.49,38.0,High
P1343,High-rise,540,Silver,1,Construction,943.24,2854.91,37.7,256.18,1490.71,84.38,14.7,55.2,33.8,78.6,3798.15,24.8,Medium
P1344,High-rise,6327,Basic,1,End-of-life,1167.49,2280.08,40.3,435.97,221.35,114.61,28.7,8.9,8.7,41.2,3447.57,13.2,Low
P1345,Mid-rise,8759,Silver,2,Operation,288.74,2021.25,61.1,475.77,1307.15,299.49,20.8,42.7,0.6,62.3,2309.99,25.2,Medium
P1346,High-rise,17871,Basic,3,End-of-life,204.23,2042.25,36.4,370.53,646.72,251.12,5.9,69.7,10.7,50.3,2246.48,20.1,Medium
P1347,Mid-rise,15349,Silver,1,Operation,640.64,2532.16,43.3,690.96,833.7,267.49,16.5,41.7,7.6,56.7,3172.8,25.5,Medium
P1348,High-rise,16732,Basic,1,Construction,1425.05,588.68,71.8,926.97,1380.74,282.38,36.2,55.0,20.3,46.6,2013.73,13.6,Low
P1349,Low-rise,8304,Gold,1,Construction,418.28,1662.84,46.4,460.54,1462.73,115.46,30.6,53.8,8.1,40.9,2081.12,32.8,Medium
P1350,High-rise,5874,Gold,4,End-of-life,404.77,2182.15,54.4,273.11,467.03,103.18,6.0,24.5,30.5,70.6,2586.92,39.5,High
P1351,Low-rise,3024,Silver,4,Construction,939.73,1884.42,77.1,343.65,397.99,85.54,8.2,26.0,9.7,78.4,2824.15,33.5,Medium
P1352,High-rise,9777,Basic,4,Material Production,1366.11,2548.5,41.4,868.6,212.72,252.43,32.0,50.7,28.3,85.5,3914.61,23.6,Medium
P1353,Low-rise,19363,Basic,1,Construction,1481.73,495.13,49.5,614.48,886.52,210.27,40.7,35.0,23.1,31.6,1976.86,13.2,Low
P1354,High-rise,10385,Gold,0,Material Production,521.21,2164.89,60.3,509.51,119.05,86.13,17.5,39.9,39.4,81.7,2686.1,27.1,Medium
P1355,Low-rise,1278,Basic,1,Construction,343.26,1741.87,67.8,234.67,676.66,125.56,29.8,49.9,40.0,39.1,2085.13,17.5,Medium
P1356,Mid-rise,1992,Basic,1,End-of-life,1892.71,1323.73,75.1,504.75,202.74,161.88,8.5,54.4,34.8,52.1,3216.44,13.8,Low
P1357,Mid-rise,17544,None,2,End-of-life,669.2,1218.74,75.8,350.64,667.32,167.88,15.6,19.0,30.4,87.6,1887.94,13.2,Low
P1358,Low-rise,18232,Silver,3,Material Production,1736.02,1976.25,68.8,948.85,155.91,268.84,1.0,10.3,15.5,54.1,3712.27,28.6,Medium
P1359,High-rise,14115,Silver,4,End-of-life,1754.28,2705.69,41.4,895.66,1269.3,126.56,38.4,20.4,30.1,34.8,4459.97,29.1,Medium
P1360,Low-rise,12632,Gold,4,Construction,1590.54,1639.68,31.2,175.51,393.63,274.39,20.1,35.5,38.3,32.0,3230.22,41.0,High
P1361,High-rise,10678,Basic,1,Construction,503.9,2526.75,49.2,564.99,559.63,143.58,40.8,23.9,0.9,55.5,3030.65,17.8,Medium
P1362,Mid-rise,8351,Basic,3,End-of-life,1679.24,1385.82,37.1,302.55,1318.07,228.98,35.4,39.8,21.5,77.2,3065.06,15.3,Medium
P1363,High-rise,16788,Gold,1,Construction,1584.65,576.47,65.5,469.7,1144.77,280.47,41.4,3.7,8.7,94.8,2161.12,36.8,High
P1364,Mid-rise,7656,Gold,0,Operation,1274.1,466.07,63.1,889.16,406.65,274.12,14.3,35.7,22.3,79.1,1740.17,31.3,Medium
P1365,High-rise,2544,Basic,3,Operation,806.96,438.6,32.2,574.76,200.66,35.95,9.3,25.8,18.7,85.8,1245.56,17.3,Medium
P1366,High-rise,7868,Silver,0,Construction,672.52,1326.41,71.8,400.79,1101.94,77.6,48.6,37.4,23.0,76.1,1998.93,18.9,Medium
P1367,High-rise,14135,Basic,2,End-of-life,419.4,1210.54,42.4,287.1,646.98,153.53,35.9,29.6,22.0,87.2,1629.94,16.9,Medium
P1368,Low-rise,9668,Platinum,1,Material Production,1117.56,2238.43,51.6,820.29,1172.51,140.84,41.7,19.9,38.4,25.7,3355.99,42.5,High
P1369,Low-rise,17611,None,3,End-of-life,1253.47,2305.62,63.4,662.07,723.41,199.45,0.7,63.3,22.1,89.7,3559.09,15.6,Medium
P1370,Mid-rise,11828,Platinum,3,Material Production,846.81,437.31,51.5,521.26,584.4,284.52,17.7,12.9,33.8,49.7,1284.12,48.3,High
P1371,Mid-rise,13819,Gold,1,End-of-life,1055.65,897.03,52.1,295.74,731.69,51.47,37.1,47.7,12.8,89.1,1952.68,34.7,Medium
P1372,Low-rise,842,Silver,4,Construction,854.33,1040.51,33.3,400.82,1147.98,146.52,3.9,64.7,17.5,25.7,1894.84,30.7,Medium
P1373,Mid-rise,1947,None,1,Operation,1353.81,1778.55,50.1,963.86,1363.11,73.88,28.4,37.7,18.8,73.6,3132.36,8.4,Low
P1374,Low-rise,7081,Silver,2,End-of-life,1822.27,690.19,68.2,568.08,169.67,270.35,21.5,61.3,11.1,75.2,2512.46,26.0,Medium
P1375,High-rise,12351,Silver,3,Material Production,495.06,661.64,75.8,460.63,833.76,290.08,0.9,8.7,15.2,94.8,1156.7,26.1,Medium
P1376,Mid-rise,6817,None,3,Operation,886.54,2848.23,50.7,569.28,145.97,154.04,11.8,34.6,23.9,77.7,3734.77,10.5,Low
P1377,Mid-rise,17410,Gold,4,Material Production,453.56,2471.35,51.2,801.09,755.77,49.12,14.2,32.0,23.2,48.7,2924.91,41.3,High
P1378,Low-rise,10588,Platinum,1,Construction,1324.9,787.77,65.1,406.1,1339.4,239.88,5.6,0.6,25.5,61.8,2112.67,47.8,High
P1379,Mid-rise,13446,Silver,3,Operation,1511.97,1397.73,77.1,260.84,606.23,215.2,31.6,31.0,14.1,47.5,2909.7,28.1,Medium
P1380,Mid-rise,17289,Gold,3,Material Production,1877.44,1260.18,43.4,626.44,1405.43,119.31,12.1,25.8,12.6,34.7,3137.62,36.8,High
P1381,High-rise,15067,None,4,End-of-life,701.97,2435.71,52.0,698.68,982.85,268.47,13.9,46.9,24.5,38.6,3137.68,18.2,Medium
P1382,Mid-rise,15368,Silver,0,Construction,1910.38,1677.57,69.8,741.45,1407.82,293.23,44.9,65.7,5.3,36.7,3587.95,17.5,Medium
P1383,High-rise,10265,None,3,Construction,313.87,645.19,60.5,893.79,1160.03,176.2,23.4,6.0,10.1,61.2,959.06,14.7,Low
P1384,Low-rise,12966,Silver,2,Construction,1285.42,2295.28,35.5,434.06,244.81,178.4,19.6,22.9,1.7,88.0,3580.7,26.7,Medium
P1385,Mid-rise,18730,Platinum,1,End-of-life,302.84,1371.6,61.4,167.82,423.61,103.3,36.2,31.1,2.9,88.5,1674.44,42.5,High
P1386,High-rise,18362,Gold,2,End-of-life,1808.79,1009.9,39.3,962.51,651.84,183.66,45.5,31.9,9.7,24.1,2818.69,39.1,High
P1387,Low-rise,11087,None,1,Operation,1153.66,1313.85,55.5,491.51,338.15,143.1,1.3,54.2,0.8,26.0,2467.51,10.7,Low
P1388,Mid-rise,1271,Basic,2,End-of-life,1404.83,1643.94,56.5,660.93,792.88,104.61,22.4,31.0,9.8,38.4,3048.77,19.1,Medium
P1389,Low-rise,16800,Silver,4,Operation,1696.83,1226.41,73.8,699.67,759.92,38.81,30.5,1.9,26.2,39.1,2923.24,34.2,Medium
P1390,Mid-rise,9270,Silver,2,Construction,470.56,953.15,53.1,591.86,1438.76,90.76,15.9,49.7,2.4,27.1,1423.71,24.1,Medium
P1391,Low-rise,11593,Gold,3,Operation,269.46,1375.96,44.0,284.73,707.22,75.4,38.6,61.9,17.5,49.1,1645.42,40.1,High
P1392,Low-rise,14303,Gold,2,Material Production,1781.99,351.77,41.5,779.63,1199.88,171.77,48.6,36.0,36.5,64.1,2133.76,36.5,High
P1393,High-rise,693,Silver,0,Construction,766.88,2385.74,73.7,823.38,1418.67,188.47,47.2,40.7,31.7,63.4,3152.62,22.3,Medium
P1394,Low-rise,2507,Basic,1,Construction,432.16,761.55,38.6,597.68,1327.78,190.4,13.3,11.4,12.2,60.8,1193.71,17.4,Medium
P1395,Mid-rise,18069,Basic,2,Operation,1043.23,418.54,51.3,539.71,392.13,128.69,11.3,15.4,37.0,45.4,1461.77,14.3,Low
P1396,Mid-rise,19278,None,1,Construction,1276.95,2064.99,39.4,202.54,794.44,137.94,47.9,16.5,13.2,73.0,3341.94,10.0,Low
P1397,High-rise,11690,Basic,0,End-of-life,255.75,2389.63,68.7,175.56,586.84,253.59,22.9,30.2,2.9,82.0,2645.38,7.1,Low
P1398,Mid-rise,10484,Silver,2,Material Production,694.81,2497.34,53.7,405.61,659.8,153.35,10.4,65.0,39.8,46.0,3192.15,26.4,Medium
P1399,Mid-rise,9802,Gold,1,Operation,259.04,1632.47,47.6,379.76,605.13,296.58,35.3,36.5,34.8,26.4,1891.51,36.6,High
P1400,Mid-rise,7929,Gold,1,Operation,956.6,854.49,48.1,958.29,1256.9,143.09,14.2,13.4,18.6,42.2,1811.09,33.7,Medium
P1401,Low-rise,2761,None,2,Construction,1811.18,2290.51,72.6,805.26,732.99,201.88,13.4,18.6,26.7,30.3,4101.69,11.5,Low
P1402,Low-rise,7216,Basic,0,End-of-life,1968.77,2189.23,57.7,693.93,833.17,34.1,44.0,26.9,26.8,55.1,4158.0,9.0,Low
P1403,Mid-rise,9421,None,4,Construction,1346.69,964.93,65.9,565.88,1475.43,202.94,8.1,43.6,7.8,31.7,2311.62,17.9,Medium
P1404,High-rise,4878,None,4,Construction,490.95,2739.2,74.9,250.63,183.97,258.4,3.2,30.8,8.0,54.7,3230.15,18.1,Medium
P1405,Low-rise,8315,Gold,3,Operation,1830.53,581.8,75.1,980.61,783.14,283.89,13.5,27.5,18.8,36.6,2412.33,39.7,High
P1406,High-rise,14278,None,0,Construction,1129.25,2953.26,46.4,437.54,1183.69,299.25,30.3,39.5,36.5,75.4,4082.51,6.9,Low
P1407,Mid-rise,13228,Silver,3,Material Production,476.75,2622.67,77.6,196.23,311.63,99.01,6.2,16.9,0.4,22.1,3099.42,30.0,Medium
P1408,Mid-rise,10832,None,4,Construction,1859.11,2157.33,31.2,544.42,956.14,181.1,23.6,5.5,31.3,61.6,4016.44,16.1,Medium
